area,street,mins_to_underground,housing_type,ceiling_height_m,bathroom_type,view,renovation_type,house_material_type,parking,living_area,kitchen_area,construction_year,house_commisioned,finishing_type,price_per_meter,deal_conditions,url,mortgage_availability,transport_accessibility_score,address
,,7.0,Вторичка,3,1 раздельный,На улицу и двор,Евроремонт,Кирпичный,Открытая,50.0,9.0,,,,328571.0,свободная продажа,https://www.cian.ru/sale/flat/306157858/,возможна,,"Москва, ЮАО, р-н Даниловский, ул. Лобанова, 4"
,,17.0,Вторичка,27,1 раздельный,Во двор,Косметический,Панельный,,46.0,10.5,,,,258442.0,свободная продажа,https://www.cian.ru/sale/flat/307186613/,возможна,,"Москва, СЗАО, р-н Строгино, ул. Исаковского, 4К2"
,,13.0,Вторичка,31,"1 совмещенный, 1 раздельный",Во двор,Дизайнерский,Монолитный,Подземная,41.0,21.0,,,,631579.0,свободная продажа,https://www.cian.ru/sale/flat/304003729/,возможна,,"Москва, ул. Годовикова, 11к4"
,,,Вторичка,27,,,Евроремонт,Панельный,,53.0,10.0,,,,269737.0,свободная продажа,https://www.cian.ru/sale/flat/305891773/,,,"Москва, Московский, Град Московский микрорайон, ул. Московская, 3"
,,4.0,Вторичка,,,,,Кирпичный,,,8.0,,,,324675.0,свободная продажа,https://www.cian.ru/sale/flat/308436605/,возможна,,"Москва, ул. Трофимова, 9"
,,,Вторичка,,,,Дизайнерский,Монолитный,,45.0,13.0,,,,273026.0,свободная продажа,https://www.cian.ru/sale/flat/301447980/,,,"Москва, НАО (Новомосковский), Московский, ул. Москвитина, 9к2"
,,15.0,Вторичка,,1 совмещенный,Во двор,Дизайнерский,Панельный,,54.0,12.0,,,,277922.0,свободная продажа,https://www.cian.ru/sale/flat/307758038/,возможна,,"Москва, ЮВАО, р-н Рязанский, Волжский бул., 13"
,,6.0,Вторичка,32,2 совмещенных,На улицу и двор,Дизайнерский,,,55.0,12.0,,,,565789.0,альтернатива,https://www.cian.ru/sale/flat/307261047/,возможна,,"Москва, ЗАО, р-н Дорогомилово, Студенческая ул., 30К1"
,,18.0,Вторичка,33,1 раздельный,На улицу,Косметический,Кирпичный,,49.9,9.2,,,,366492.0,свободная продажа,https://www.cian.ru/sale/flat/307960693/,возможна,,"Москва, ЗАО, р-н Раменки, ул. Пырьева, 4К3"
,,17.0,Вторичка,27,1 раздельный,Во двор,Косметический,Панельный,,46.0,10.5,,,,258442.0,свободная продажа,https://www.cian.ru/sale/flat/308107108/,возможна,,"Москва, СЗАО, р-н Строгино, ул. Исаковского, 4К2"
,,10.0,Вторичка,,1 раздельный,Во двор,Косметический,Панельный,,45.5,13.0,,,,289474.0,альтернатива,https://www.cian.ru/sale/flat/306505448/,возможна,,"Москва, ЮВАО, р-н Люблино, Краснодонская ул., 23К1"
,,5.0,Вторичка,27,1 раздельный,На улицу и двор,Евроремонт,Панельный,,46.2,10.1,,,,214286.0,свободная продажа,https://www.cian.ru/sale/flat/291278802/,возможна,,"Москва, ЮВАО, р-н Некрасовка, Покровская ул., 37"
,,20.0,Вторичка,429,,,Без ремонта,,,,23.0,,,,231579.0,свободная продажа,https://www.cian.ru/sale/flat/290620505/,возможна,,"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 17-й, просп. Георгиевский, 33к5"
,,15.0,Вторичка,264,1 раздельный,На улицу и двор,Косметический,Панельный,Наземная,44.3,10.2,,,,233766.0,свободная продажа,https://www.cian.ru/sale/flat/304768150/,возможна,,"Москва, ЮВАО, р-н Марьино, ул. Перерва, 68/35"
,,6.0,Вторичка,274,1 раздельный,Во двор,Косметический,Панельный,Наземная,,10.0,,,,246719.0,свободная продажа,https://www.cian.ru/sale/flat/305969415/,возможна,,"Москва, СЗАО, р-н Митино, Митинская ул., 26"
,,14.0,Вторичка,27,1 совмещенный,На улицу и двор,Дизайнерский,Панельный,,52.1,12.9,,,,251638.0,свободная продажа,https://www.cian.ru/sale/flat/305608510/,возможна,,"Москва, ВАО, р-н Косино-Ухтомский, ул. Рудневка, 41"
,,22.0,Вторичка,32,1 совмещенный,На улицу и двор,Дизайнерский,Кирпичный,Наземная,,,,,,258778.0,альтернатива,https://www.cian.ru/sale/flat/302502897/,возможна,,"Москва, СВАО, р-н Лосиноостровский, Шушенская ул., 4"
,,17.0,Вторичка,3,1 раздельный,Во двор,Дизайнерский,Панельный,,47.0,10.0,,,,263636.0,свободная продажа,https://www.cian.ru/sale/flat/306368751/,возможна,,"Москва, Юрловский проезд, 27А"
,,6.0,Вторичка,264,1 раздельный,Во двор,Косметический,Панельный,,51.0,10.0,,,,279221.0,альтернатива,https://www.cian.ru/sale/flat/297492650/,,,"Москва, ул. Академика Капицы, 6"
,,23.0,Вторичка,275,1 совмещенный,На улицу и двор,Косметический,Монолитный,Подземная,43.0,,,,,287582.0,альтернатива,https://www.cian.ru/sale/flat/291180408/,возможна,,"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 23-й, 2303"
,,3.0,Вторичка,3,1 раздельный,На улицу и двор,Косметический,Кирпичный,Наземная,52.0,8.4,,,,289474.0,альтернатива,https://www.cian.ru/sale/flat/302280878/,возможна,,"Москва, ул. Кондратюка, 2"
,,17.0,Вторичка,265,1 раздельный,Во двор,Дизайнерский,Панельный,Подземная,43.2,10.2,,,,279605.0,альтернатива,https://www.cian.ru/sale/flat/306187902/,возможна,,"Москва, Лукинская ул., 18"
,,8.0,Вторичка,3,1 раздельный,Во двор,Косметический,Кирпичный,Наземная,52.0,9.0,,,,296053.0,альтернатива,https://www.cian.ru/sale/flat/307314896/,возможна,,"Москва, 1-я Дубровская ул., 13"
,,12.0,Вторичка,27,"1 совмещенный, 1 раздельный",На улицу,Косметический,,Подземная,47.0,10.0,,,,301316.0,свободная продажа,https://www.cian.ru/sale/flat/304622217/,возможна,,"Москва, ул. Горбунова, 11/3"
,,12.0,Вторичка,264,1 совмещенный,Во двор,Косметический,Панельный,Наземная,52.0,10.0,,,,298701.0,свободная продажа,https://www.cian.ru/sale/flat/300113598/,возможна,,"Москва, СЗАО, р-н Хорошево-Мневники, ул. Народного Ополчения, 7К3"
,,5.0,Вторичка,27,"1 совмещенный, 1 раздельный",На улицу,Косметический,Монолитный,,45.8,10.3,,,,308804.0,альтернатива,https://www.cian.ru/sale/flat/298987535/,возможна,,"Москва, ЗАО, р-н Очаково-Матвеевское, Аминьевское ш., 4Дк1"
,,4.0,Вторичка,,"1 совмещенный, 1 раздельный",Во двор,Евроремонт,,Подземная,48.4,12.0,,,,306789.0,свободная продажа,https://www.cian.ru/sale/flat/308174795/,возможна,,"Москва, Гостиничный проезд, 10"
,,11.0,Вторичка,27,1 раздельный,Во двор,Косметический,Монолитный,Подземная,44.0,16.0,,,,309211.0,свободная продажа,https://www.cian.ru/sale/flat/306946227/,возможна,,"Москва, ул. Юлиана Семенова, 8к1"
,,4.0,Вторичка,32,1 раздельный,На улицу и двор,Косметический,Кирпичный,,53.7,9.6,,,,321522.0,альтернатива,https://www.cian.ru/sale/flat/307592920/,возможна,,"Москва, ЦАО, р-н Мещанский, ул. Верземнека, 7"
,,12.0,Вторичка,274,1 раздельный,На улицу и двор,Косметический,Панельный,Наземная,,13.0,,,,322368.0,свободная продажа,https://www.cian.ru/sale/flat/303428841/,возможна,,"Москва, Юрловский проезд, 14к2"
,,8.0,Вторичка,,1 раздельный,На улицу и двор,Евроремонт,Панельный,Наземная,43.0,10.0,,,,310526.0,свободная продажа,https://www.cian.ru/sale/flat/306439899/,возможна,,"Москва, СВАО, р-н Бабушкинский, ул. Менжинского, 29"
,,8.0,Вторичка,27,1 раздельный,Во двор,Косметический,Панельный,Наземная,46.0,10.3,,,,328515.0,свободная продажа,https://www.cian.ru/sale/flat/306755954/,возможна,,"Москва, ЮЗАО, р-н Ломоносовский, ул. Академика Пилюгина, 26К3"
